CustomerID,Signup_Date,Churn_Date,Tenure,MonthlyCharges,TotalCharges,Contract,PaymentMethod,InternetService,TechSupport,StreamingTV,SeniorCitizen,Churn
CUST00259,11/22/2023,,59,61.79,3707.4,Month-to-month,Credit Card,DSL,Yes,No,1,0
CUST00260,5/27/2022,,10,71.59,3507.91,Month-to-month,Electronic Check,DSL,Yes,Yes,0,0
CUST00261,5/16/2021,6/24/2025,50,50.64,2532,One year,Electronic Check,Fiber optic,No,No,1,1
CUST00262,3/9/2020,,8,66.05,858.65,One year,Electronic Check,DSL,No,Yes,0,0
CUST00263,1/9/2022,7/17/2026,55,88.27,4854.85,Two year,Credit Card,No service,No,Yes,0,1
CUST00264,3/27/2023,,34,68.38,2393.3,Month-to-month,Mailed Check,Fiber optic,Yes,Yes,1,0
CUST00265,2/3/2023,,56,97.33,5742.47,Month-to-month,PayPal,DSL,Yes,No,0,0
CUST00266,11/13/2022,,24,78.98,1895.52,Month-to-month,Electronic Check,Fiber optic,No,Yes,1,0
CUST00267,2/16/2020,,5,69.27,692.7,Month-to-month,Electronic Check,DSL,Yes,Yes,0,0
CUST00268,12/31/2022,,24,92.74,5286.18,Month-to-month,Electronic Check,Fiber optic,Yes,No,1,0
CUST00269,9/30/2020,7/11/2024,46,36.74,1690.04,Month-to-month,PayPal,DSL,Yes,No,0,1
CUST00270,3/28/2021,,43,20.21,1010.5,Month-to-month,Electronic Check,Fiber optic,Yes,Yes,0,0
CUST00271,10/7/2022,,26,38.55,2004.6,Two year,Credit Card,Fiber optic,Yes,No,0,0
CUST00272,8/23/2022,,38,37.32,1716.72,Month-to-month,Mailed Check,Fiber optic,Yes,No,0,0
CUST00273,2/3/2021,,7,94.36,3585.68,One year,Mailed Check,Fiber optic,No,No,1,0
CUST00274,6/16/2021,,22,69.19,2214.08,One year,Credit Card,DSL,No,No,1,0
CUST00275,11/25/2021,,20,31.47,1038.51,Month-to-month,PayPal,Fiber optic,Yes,Yes,0,0
CUST00276,7/13/2021,,21,58.04,3250.24,One year,PayPal,DSL,Yes,No,0,0
CUST00277,9/5/2019,6/1/2020,9,20.02,180.18,Month-to-month,PayPal,Fiber optic,No,Yes,1,1
CUST00278,5/22/2020,,11,26.22,1048.8,Two year,PayPal,DSL,No,Yes,0,0
CUST00279,4/5/2020,2/14/2024,47,97.59,4586.73,One year,Credit Card,DSL,No,No,0,1
CUST00280,5/12/2019,,28,30.96,1548,Two year,PayPal,No service,No,Yes,0,0
CUST00281,11/23/2020,,51,84.58,4313.58,One year,Electronic Check,Fiber optic,No,No,0,0
CUST00282,2/13/2019,,41,54.03,3133.74,Month-to-month,PayPal,Fiber optic,Yes,Yes,1,0
CUST00283,4/19/2022,12/4/2024,32,57.74,1847.68,Month-to-month,Electronic Check,DSL,Yes,Yes,0,1
CUST00284,2/8/2022,,42,44.2,2077.4,One year,Electronic Check,Fiber optic,Yes,No,1,0
CUST00285,4/16/2020,1/6/2022,21,80.8,1696.8,One year,PayPal,Fiber optic,Yes,No,1,1
CUST00286,4/20/2022,,12,39.26,1648.92,Two year,Electronic Check,Fiber optic,Yes,Yes,1,0
CUST00287,3/27/2020,1/6/2024,46,51.46,2367.16,Month-to-month,Credit Card,DSL,Yes,No,1,1
CUST00288,1/15/2019,,36,81.91,3931.68,One year,Credit Card,DSL,No,No,1,0
CUST00289,5/26/2019,2/4/2023,45,76.5,3442.5,Month-to-month,Credit Card,Fiber optic,No,Yes,1,1
CUST00290,12/20/2022,,57,48.4,2758.8,Month-to-month,Electronic Check,Fiber optic,No,No,0,0
CUST00291,7/16/2022,,60,87.09,5225.4,Month-to-month,Electronic Check,DSL,No,No,1,0
CUST00292,5/1/2019,,40,45.36,2041.2,One year,Credit Card,DSL,No,No,1,0
CUST00293,4/13/2020,,51,26.26,1391.78,Month-to-month,Credit Card,Fiber optic,No,Yes,1,0
CUST00294,5/19/2019,,23,68.43,3079.35,Month-to-month,Mailed Check,DSL,Yes,No,1,0
CUST00295,3/6/2019,5/29/2020,15,37.11,556.65,Two year,Mailed Check,No service,No,Yes,1,1
CUST00296,10/27/2023,,43,33.29,1930.82,Month-to-month,Electronic Check,Fiber optic,No,No,0,0
CUST00297,11/7/2020,12/22/2023,38,70.7,2686.6,Month-to-month,PayPal,DSL,No,No,1,1
CUST00298,5/26/2019,,53,42.22,2533.2,One year,Mailed Check,No service,No,Yes,0,0
CUST00299,11/18/2021,,12,31.43,1005.76,One year,Electronic Check,DSL,No,Yes,0,0
CUST00300,5/2/2020,,25,54.98,2254.18,One year,Electronic Check,No service,No,No,1,0
CUST00301,7/24/2020,3/16/2022,20,55.33,1106.6,Month-to-month,Electronic Check,No service,No,Yes,0,1
CUST00302,10/2/2022,,47,75.61,4385.38,One year,PayPal,Fiber optic,No,No,1,0
CUST00303,9/21/2021,,45,40.04,2242.24,Month-to-month,PayPal,Fiber optic,Yes,Yes,0,0
CUST00304,3/14/2020,,19,29.62,1599.48,Month-to-month,PayPal,Fiber optic,Yes,Yes,0,0
CUST00305,1/9/2022,,9,91.98,4507.02,Two year,Credit Card,No service,No,Yes,0,0
CUST00306,9/28/2019,9/22/2020,12,72.17,866.04,Two year,Electronic Check,DSL,No,No,0,1
CUST00307,1/21/2023,,47,34.24,1746.24,Month-to-month,PayPal,Fiber optic,Yes,Yes,0,0
CUST00308,12/13/2023,,1,89.29,2767.99,Month-to-month,PayPal,Fiber optic,No,Yes,0,0
CUST00309,3/15/2022,,45,88.43,4333.07,Month-to-month,Credit Card,Fiber optic,Yes,No,1,0
CUST00310,3/26/2022,,37,81.66,4001.34,One year,Electronic Check,Fiber optic,No,Yes,1,0
CUST00311,8/26/2021,10/15/2023,26,47.68,1239.68,Month-to-month,PayPal,Fiber optic,No,No,0,1
CUST00312,5/12/2020,,55,53.93,3020.08,Month-to-month,Credit Card,Fiber optic,Yes,Yes,1,0
CUST00313,5/26/2023,,50,69.36,4092.24,Month-to-month,Mailed Check,Fiber optic,No,No,1,0
CUST00314,8/26/2021,,37,90.1,3423.8,Month-to-month,Mailed Check,DSL,No,Yes,1,0
CUST00315,7/12/2023,,3,93.65,2153.95,Two year,Mailed Check,DSL,Yes,No,0,0
CUST00316,4/13/2021,,12,35.28,740.88,Month-to-month,PayPal,Fiber optic,No,Yes,0,0
CUST00317,1/25/2020,,39,49.94,2896.52,Month-to-month,Electronic Check,DSL,No,No,0,0
CUST00318,7/13/2019,,21,94.66,2461.16,One year,Credit Card,Fiber optic,No,Yes,1,0
CUST00319,7/18/2019,5/22/2024,59,99.64,5878.76,Two year,Mailed Check,DSL,No,No,1,1
CUST00320,9/11/2022,,52,35.67,2140.2,One year,PayPal,Fiber optic,Yes,No,0,0
CUST00321,6/1/2021,,40,48.88,2639.52,One year,Mailed Check,Fiber optic,No,Yes,0,0
CUST00322,12/26/2020,3/21/2022,15,35.59,533.85,Month-to-month,Credit Card,DSL,No,Yes,1,1
CUST00323,5/17/2021,,41,66.9,3545.7,Month-to-month,Credit Card,DSL,No,No,1,0
CUST00324,4/21/2021,,37,46.28,2684.24,One year,Electronic Check,No service,Yes,No,0,0
CUST00325,8/14/2021,,7,92.88,3900.96,Month-to-month,Electronic Check,Fiber optic,Yes,No,0,0
CUST00326,11/5/2023,,60,93.26,5595.6,One year,Mailed Check,Fiber optic,No,No,0,0
CUST00327,2/2/2023,,32,60.22,3312.1,One year,Mailed Check,DSL,No,No,1,0
CUST00328,4/21/2019,2/15/2020,10,21.04,210.4,One year,Credit Card,DSL,No,Yes,0,1
CUST00329,10/11/2022,,22,41.84,1171.52,One year,Electronic Check,Fiber optic,No,No,0,0
CUST00330,8/31/2022,,48,71.78,3876.12,One year,Mailed Check,Fiber optic,No,No,0,0
CUST00331,8/16/2022,,5,71.33,570.64,One year,Credit Card,DSL,Yes,No,1,0
CUST00332,7/21/2019,,16,51.86,2644.86,One year,Credit Card,Fiber optic,No,No,0,0
CUST00333,5/5/2019,,23,99.66,3388.44,One year,Credit Card,No service,Yes,No,0,0
CUST00334,4/4/2021,,21,76.34,3740.66,Month-to-month,Credit Card,Fiber optic,No,No,1,0
CUST00335,1/31/2023,,11,41.93,754.74,One year,Mailed Check,DSL,No,No,0,0
CUST00336,11/25/2020,,41,24.58,1376.48,Month-to-month,Mailed Check,DSL,No,No,0,0
CUST00337,6/28/2023,,57,65.77,3814.66,Month-to-month,PayPal,DSL,No,No,1,0
CUST00338,10/31/2023,,6,22.43,224.3,Month-to-month,Credit Card,Fiber optic,No,No,1,0
CUST00339,8/12/2019,,53,77.44,4646.4,Month-to-month,PayPal,DSL,No,Yes,0,0
CUST00340,5/24/2020,,46,57.66,3228.96,One year,Mailed Check,Fiber optic,No,Yes,1,0
CUST00341,1/28/2020,,43,68.6,3361.4,One year,Credit Card,Fiber optic,No,No,0,0
CUST00342,1/25/2020,6/8/2023,41,56.36,2310.76,One year,Credit Card,No service,No,Yes,0,1
CUST00343,1/3/2022,,47,33.9,1695,Month-to-month,Electronic Check,No service,Yes,No,0,0
CUST00344,7/7/2021,,57,79.99,4799.4,Month-to-month,Credit Card,Fiber optic,No,No,0,0
CUST00345,10/15/2019,,22,71.8,2513,Month-to-month,Mailed Check,DSL,No,Yes,1,0
CUST00346,5/14/2021,,29,63.65,2546,Month-to-month,Mailed Check,Fiber optic,No,No,0,0
CUST00347,1/11/2020,,1,28.31,1528.74,Month-to-month,Credit Card,No service,No,No,1,0
CUST00348,7/24/2020,,17,49.56,892.08,One year,Credit Card,Fiber optic,No,Yes,0,0
CUST00349,8/5/2021,,14,69.03,2347.02,Month-to-month,Mailed Check,Fiber optic,Yes,Yes,0,0
CUST00350,5/26/2020,,16,77.06,2080.62,Month-to-month,Credit Card,Fiber optic,No,Yes,0,0
CUST00351,11/26/2023,,45,76.45,3822.5,Month-to-month,Mailed Check,Fiber optic,No,No,1,0
CUST00352,6/4/2019,,5,34.15,478.1,Month-to-month,Electronic Check,Fiber optic,Yes,Yes,1,0
CUST00353,6/26/2021,,23,88.08,5196.72,Two year,Credit Card,Fiber optic,Yes,Yes,0,0
CUST00354,7/13/2023,,17,26.63,1411.39,Month-to-month,Mailed Check,Fiber optic,Yes,Yes,0,0
CUST00355,10/31/2023,,51,86.73,5203.8,Two year,PayPal,DSL,Yes,No,0,0
CUST00356,10/20/2023,,7,29.55,591,Two year,PayPal,DSL,No,Yes,1,0
CUST00357,2/1/2022,12/12/2025,47,55.47,2607.09,One year,Mailed Check,Fiber optic,No,No,1,1
CUST00358,7/20/2019,,1,76.85,3688.8,Month-to-month,Credit Card,No service,No,No,1,0
CUST00359,4/14/2019,8/12/2019,4,45.14,180.56,Month-to-month,Electronic Check,No service,No,No,0,1
CUST00360,8/28/2022,,25,88.63,4520.13,One year,Mailed Check,Fiber optic,No,Yes,1,0
CUST00361,1/12/2022,5/31/2024,29,42.2,1223.8,Two year,Electronic Check,Fiber optic,Yes,No,1,1
CUST00362,9/9/2023,,47,88.21,4322.29,Two year,Credit Card,DSL,Yes,Yes,0,0
CUST00363,1/31/2019,4/20/2021,27,72.41,1955.07,One year,Mailed Check,Fiber optic,No,No,1,1
CUST00364,7/11/2019,6/5/2020,11,79,869,One year,Electronic Check,Fiber optic,Yes,Yes,1,1
CUST00365,3/24/2023,11/28/2027,57,46.61,2656.77,One year,PayPal,DSL,No,No,1,1
CUST00366,10/5/2023,12/23/2025,27,73.76,1991.52,One year,Mailed Check,DSL,No,No,0,1
CUST00367,4/29/2020,12/15/2022,32,91.97,2943.04,Month-to-month,PayPal,DSL,Yes,No,1,1
CUST00368,12/7/2019,8/12/2024,57,91.82,5233.74,Month-to-month,Mailed Check,DSL,Yes,No,0,1
CUST00369,4/12/2021,,25,33.54,1039.74,One year,Mailed Check,DSL,No,No,1,0
CUST00370,9/21/2021,8/12/2023,23,98.9,2274.7,Month-to-month,Credit Card,DSL,No,No,0,1
CUST00371,9/12/2021,,35,77.77,4510.66,Month-to-month,Electronic Check,DSL,Yes,No,1,0
CUST00372,3/13/2020,,25,49.3,2563.6,Month-to-month,Credit Card,Fiber optic,No,Yes,0,0
CUST00373,11/6/2023,,7,21.13,1225.54,Month-to-month,Credit Card,Fiber optic,No,No,1,0
CUST00374,4/1/2021,,54,73.16,4096.96,Month-to-month,Credit Card,Fiber optic,Yes,No,1,0
CUST00375,5/1/2019,,31,53.31,2772.12,Two year,PayPal,Fiber optic,No,No,0,0
CUST00376,12/4/2019,,51,73.42,4405.2,Two year,Mailed Check,Fiber optic,No,No,1,0
CUST00377,2/15/2021,9/22/2025,56,24.92,1395.52,Month-to-month,PayPal,Fiber optic,Yes,No,0,1
CUST00378,1/5/2019,1/19/2022,37,35.44,1311.28,Two year,Mailed Check,Fiber optic,No,No,1,1
CUST00379,3/10/2021,8/21/2024,42,80.9,3397.8,One year,PayPal,Fiber optic,No,No,0,1
CUST00380,6/27/2020,,49,31.8,1590,Month-to-month,Credit Card,Fiber optic,No,No,1,0
CUST00381,5/25/2023,,44,41.33,2190.49,One year,PayPal,Fiber optic,No,No,1,0
CUST00382,5/27/2023,,15,33.81,1014.3,Two year,PayPal,No service,No,No,0,0
CUST00383,7/20/2021,,11,23.56,1083.76,Month-to-month,Mailed Check,Fiber optic,No,Yes,0,0
CUST00384,8/7/2020,,29,68.68,2609.84,Month-to-month,Credit Card,No service,Yes,No,0,0
CUST00385,5/16/2021,,5,75.1,1502,Two year,Credit Card,DSL,No,No,1,0
CUST00386,11/27/2022,,52,52.74,2847.96,Month-to-month,Credit Card,DSL,No,Yes,0,0
CUST00387,2/5/2023,,55,70.82,4036.74,Month-to-month,Electronic Check,Fiber optic,No,No,1,0
CUST00388,5/24/2023,,3,87.37,3844.28,Month-to-month,PayPal,Fiber optic,No,No,0,0
CUST00389,2/12/2022,,19,95.29,4002.18,One year,Credit Card,Fiber optic,Yes,No,0,0
CUST00390,9/17/2022,,2,44.89,2064.94,One year,PayPal,No service,No,Yes,1,0
CUST00391,1/11/2023,,21,64.84,2334.24,Two year,Electronic Check,DSL,No,Yes,0,0
CUST00392,9/23/2021,,17,29.42,1559.26,Two year,PayPal,DSL,No,No,0,0
CUST00393,11/14/2019,,7,57.3,2349.3,Month-to-month,Credit Card,No service,No,Yes,0,0
CUST00394,1/24/2020,,5,86.89,1564.02,Month-to-month,PayPal,No service,No,No,1,0
CUST00395,8/30/2020,,22,26.89,1129.38,Month-to-month,Credit Card,DSL,Yes,No,0,0
CUST00396,3/21/2020,2/14/2021,11,94.42,1038.62,Month-to-month,Credit Card,No service,No,Yes,1,1
CUST00397,4/30/2019,,57,27.05,1595.95,Month-to-month,Mailed Check,No service,No,No,0,0
CUST00398,4/1/2022,4/20/2024,25,93.44,2336,One year,PayPal,No service,Yes,No,1,1
CUST00399,2/15/2023,,11,34.6,968.8,Month-to-month,PayPal,Fiber optic,Yes,No,0,0
CUST00400,1/15/2022,11/25/2025,47,26.91,1264.77,Month-to-month,PayPal,Fiber optic,Yes,Yes,1,1
CUST00401,5/5/2019,10/2/2019,5,45.4,227,Month-to-month,Credit Card,DSL,Yes,No,0,1
CUST00402,3/12/2023,,36,70.13,3436.37,One year,Credit Card,DSL,Yes,No,1,0
CUST00403,10/4/2020,,58,21.61,1253.38,Month-to-month,PayPal,Fiber optic,No,No,0,0
CUST00404,4/28/2019,10/25/2019,6,33.55,201.3,Two year,PayPal,DSL,No,No,0,1
CUST00405,4/13/2019,,22,20.84,1104.52,One year,PayPal,Fiber optic,No,No,1,0
CUST00406,4/11/2022,6/24/2025,39,71.04,2770.56,Month-to-month,Mailed Check,Fiber optic,No,No,0,1
CUST00407,9/3/2021,12/16/2024,40,56.83,2273.2,One year,Electronic Check,DSL,No,No,1,1
CUST00408,10/26/2021,,58,90.18,5410.8,Two year,Electronic Check,Fiber optic,Yes,Yes,1,0
CUST00409,10/13/2023,,31,95.46,4868.46,One year,Electronic Check,DSL,Yes,Yes,0,0
CUST00410,12/23/2021,,46,44.62,2364.86,Month-to-month,PayPal,DSL,No,No,1,0
CUST00411,11/19/2019,1/18/2020,2,74.47,148.94,Two year,Credit Card,DSL,No,No,1,1
CUST00412,4/27/2019,8/14/2021,28,95.41,2671.48,Month-to-month,PayPal,Fiber optic,Yes,No,0,1
CUST00413,11/6/2021,,42,89.17,5082.69,One year,Credit Card,DSL,Yes,Yes,1,0
CUST00414,6/14/2019,,11,79.79,1994.75,Two year,Mailed Check,Fiber optic,No,No,1,0
CUST00415,10/10/2023,,39,79.05,3478.2,One year,Credit Card,Fiber optic,Yes,No,0,0
CUST00416,1/16/2020,,57,44.84,2690.4,Month-to-month,Mailed Check,Fiber optic,No,No,0,0
CUST00417,5/21/2019,9/7/2021,28,50.34,1409.52,Two year,Electronic Check,Fiber optic,No,Yes,0,1
CUST00418,5/3/2022,,11,42.97,1246.13,One year,Mailed Check,Fiber optic,No,Yes,1,0
CUST00419,5/20/2019,,4,42.32,804.08,One year,Electronic Check,DSL,Yes,No,0,0
CUST00420,10/14/2022,,7,65.2,521.6,Month-to-month,Mailed Check,Fiber optic,Yes,Yes,1,0
CUST00421,11/1/2023,8/22/2025,22,53.12,1168.64,Two year,Mailed Check,Fiber optic,No,No,0,1
CUST00422,4/26/2020,,14,86.82,4341,Month-to-month,Credit Card,Fiber optic,No,No,0,0
CUST00423,4/6/2021,,13,41.82,1421.88,Month-to-month,Mailed Check,No service,No,No,0,0
CUST00424,9/3/2019,,27,35.94,1545.42,Month-to-month,PayPal,DSL,No,No,0,0
CUST00425,12/29/2023,9/9/2027,45,98.34,4425.3,One year,Mailed Check,DSL,No,No,1,1
CUST00426,3/12/2022,2/24/2025,36,40.75,1467,One year,PayPal,Fiber optic,No,No,0,1
CUST00427,5/19/2020,,47,55.17,3310.2,Two year,Electronic Check,Fiber optic,No,Yes,1,0
CUST00428,3/31/2022,,60,27.39,1643.4,Month-to-month,Mailed Check,Fiber optic,Yes,No,0,0
CUST00429,5/2/2022,,47,48.41,2710.96,One year,Electronic Check,Fiber optic,No,No,1,0
CUST00430,3/23/2019,,35,49.09,2945.4,Two year,Mailed Check,DSL,Yes,No,1,0
CUST00431,6/22/2022,11/14/2023,17,81.79,1390.43,One year,Electronic Check,Fiber optic,No,No,0,1
CUST00432,6/17/2019,,43,61.84,3586.72,Two year,Electronic Check,No service,No,No,1,0
CUST00433,5/8/2021,,19,86.36,5008.88,Two year,Electronic Check,Fiber optic,Yes,No,0,0
CUST00434,9/8/2022,,20,74.96,2023.92,Month-to-month,Mailed Check,DSL,Yes,Yes,1,0
CUST00435,4/10/2022,,16,33.64,908.28,Month-to-month,Electronic Check,Fiber optic,Yes,Yes,0,0
CUST00436,3/3/2022,9/29/2022,7,95.97,671.79,Month-to-month,PayPal,Fiber optic,Yes,Yes,1,1
CUST00437,12/6/2021,,4,66.82,2138.24,One year,PayPal,Fiber optic,No,Yes,0,0
CUST00438,10/9/2020,,26,32.46,1752.84,Two year,Electronic Check,Fiber optic,No,Yes,1,0
CUST00439,6/18/2020,,37,65.5,2423.5,Month-to-month,Credit Card,No service,Yes,Yes,0,0
CUST00440,2/23/2020,,36,99.5,4079.5,Two year,PayPal,DSL,No,Yes,0,0
CUST00441,10/3/2022,,54,54.71,3173.18,One year,PayPal,DSL,No,No,1,0
CUST00442,1/6/2023,,32,71.68,2652.16,Month-to-month,Mailed Check,Fiber optic,No,No,0,0
CUST00443,10/5/2020,,10,74.56,2833.28,One year,Credit Card,Fiber optic,No,Yes,0,0
CUST00444,5/3/2020,,4,43.1,344.8,One year,Credit Card,No service,No,No,0,0
CUST00445,6/27/2020,,24,47.37,1610.58,One year,Mailed Check,DSL,No,No,0,0
CUST00446,3/21/2021,4/20/2021,1,97.48,97.48,Month-to-month,Mailed Check,DSL,No,No,0,1
CUST00447,9/26/2019,,28,64.13,1988.03,One year,PayPal,Fiber optic,No,No,0,0
CUST00448,10/7/2022,4/5/2023,6,79.45,476.7,Month-to-month,PayPal,No service,Yes,No,1,1
CUST00449,8/14/2022,,19,41.52,1660.8,Month-to-month,PayPal,DSL,Yes,Yes,0,0
CUST00450,9/6/2020,1/13/2025,53,61.06,3236.18,One year,Electronic Check,Fiber optic,No,No,0,1
CUST00451,7/25/2021,2/4/2025,43,36.86,1584.98,Month-to-month,Credit Card,Fiber optic,No,No,0,1
CUST00452,10/9/2020,,41,37.46,1798.08,One year,Electronic Check,Fiber optic,No,No,0,0
CUST00453,3/20/2023,6/2/2026,39,40.87,1593.93,One year,Credit Card,Fiber optic,Yes,Yes,1,1
CUST00454,5/29/2019,,31,93.75,4875,One year,Electronic Check,Fiber optic,Yes,Yes,0,0
CUST00455,1/20/2019,,13,61.36,3129.36,Month-to-month,Mailed Check,Fiber optic,No,No,0,0
CUST00456,7/27/2021,,7,70.49,2537.64,One year,Electronic Check,DSL,Yes,No,0,0
CUST00457,6/26/2022,8/25/2022,2,58.02,116.04,Two year,Electronic Check,DSL,Yes,Yes,1,1
CUST00458,2/27/2022,,14,57.38,2696.86,One year,PayPal,Fiber optic,Yes,No,1,0
CUST00459,7/24/2019,,11,45.84,1925.28,One year,Electronic Check,DSL,No,No,0,0
CUST00460,5/31/2019,,41,65.1,2864.4,One year,PayPal,DSL,No,No,1,0
CUST00461,1/6/2022,7/30/2023,19,72.66,1380.54,Month-to-month,PayPal,DSL,No,No,1,1
CUST00462,3/12/2020,9/8/2020,6,92.1,552.6,Two year,PayPal,Fiber optic,No,No,0,1
CUST00463,11/2/2021,,31,45.79,1694.23,Month-to-month,Electronic Check,DSL,No,No,1,0
CUST00464,6/27/2020,,55,28.37,1645.46,Month-to-month,Mailed Check,DSL,No,No,1,0
CUST00465,9/29/2019,,8,48.71,2581.63,Month-to-month,Mailed Check,Fiber optic,No,No,0,0
CUST00466,12/15/2020,,20,92.08,3683.2,One year,Credit Card,DSL,No,No,1,0
CUST00467,12/10/2023,,51,32.7,1733.1,One year,Mailed Check,Fiber optic,No,No,1,0
CUST00468,5/21/2019,,26,58.04,3424.36,Two year,Credit Card,DSL,No,No,0,0
CUST00469,12/6/2023,,31,46.93,1783.34,Month-to-month,Electronic Check,No service,No,Yes,0,0
CUST00470,5/15/2020,,32,92.24,3320.64,Month-to-month,Mailed Check,Fiber optic,No,Yes,1,0
CUST00471,1/26/2021,11/1/2025,58,34.97,2028.26,Month-to-month,Electronic Check,Fiber optic,No,No,1,1
CUST00472,8/6/2020,,43,48.64,2286.08,Month-to-month,Mailed Check,No service,No,No,1,0
CUST00473,11/20/2019,,17,33.02,594.36,One year,Mailed Check,Fiber optic,No,No,0,0
CUST00474,6/16/2021,,6,63.74,3633.18,One year,PayPal,DSL,No,No,1,0
CUST00475,9/4/2023,,42,80.16,3607.2,One year,Credit Card,Fiber optic,Yes,Yes,0,0
CUST00476,1/17/2022,,35,55.12,2149.68,Two year,Electronic Check,DSL,No,Yes,1,0
CUST00477,12/11/2022,12/30/2024,25,69.33,1733.25,One year,Credit Card,Fiber optic,No,No,1,1
CUST00478,9/11/2020,,12,67.49,2362.15,One year,PayPal,DSL,No,Yes,1,0
CUST00479,6/6/2022,,24,75.56,3702.44,Month-to-month,Electronic Check,Fiber optic,No,Yes,1,0
CUST00480,7/11/2023,,57,78.48,4473.36,One year,Credit Card,DSL,No,Yes,0,0
CUST00481,9/1/2022,,25,57.89,3473.4,Month-to-month,PayPal,Fiber optic,No,Yes,0,0
CUST00482,12/19/2021,12/9/2023,24,39.49,947.76,One year,Electronic Check,Fiber optic,No,No,0,1
CUST00483,1/17/2019,,12,77.87,1868.88,Month-to-month,Credit Card,DSL,No,Yes,1,0
CUST00484,9/29/2022,,29,68.08,2723.2,Two year,PayPal,Fiber optic,No,No,0,0
CUST00485,8/1/2023,,3,58.6,293,Month-to-month,Electronic Check,DSL,No,No,0,0
CUST00486,2/9/2022,,17,52.09,989.71,One year,Electronic Check,Fiber optic,No,No,0,0
CUST00487,9/5/2020,1/23/2023,29,23.21,673.09,One year,PayPal,Fiber optic,No,No,1,1
CUST00488,9/20/2022,,30,94.32,3584.16,Month-to-month,PayPal,Fiber optic,Yes,No,0,0
CUST00489,8/1/2019,,17,38.74,2014.48,Month-to-month,PayPal,DSL,No,Yes,1,0
CUST00490,12/4/2023,,15,94.78,4359.88,Month-to-month,PayPal,DSL,No,Yes,0,0
CUST00491,10/3/2019,,54,94.15,5460.7,One year,Credit Card,DSL,No,No,0,0
CUST00492,6/25/2020,,18,28.63,1345.61,Month-to-month,Credit Card,Fiber optic,No,Yes,1,0
CUST00493,8/25/2019,,37,54.07,2865.71,One year,Mailed Check,Fiber optic,No,Yes,1,0
CUST00494,12/28/2023,4/26/2024,4,41.55,166.2,Month-to-month,Electronic Check,DSL,No,No,1,1
CUST00495,8/8/2019,,10,66.2,2780.4,One year,Mailed Check,Fiber optic,No,No,1,0
CUST00496,3/1/2023,,49,67.45,3844.65,One year,Electronic Check,No service,Yes,No,0,0
CUST00497,2/7/2022,,45,33.12,1954.08,Two year,PayPal,DSL,No,Yes,1,0
CUST00498,11/15/2019,,43,33.31,1798.74,Month-to-month,PayPal,No service,No,No,1,0
CUST00499,7/11/2020,,7,44.05,2202.5,Month-to-month,Electronic Check,DSL,No,No,1,0
CUST00500,7/31/2020,,6,67.75,1287.25,Two year,Credit Card,Fiber optic,No,No,0,0
CUST00501,5/23/2022,,43,75.81,4093.74,Month-to-month,Credit Card,Fiber optic,Yes,Yes,0,0
CUST00502,3/7/2020,1/26/2022,23,61.93,1424.39,One year,Credit Card,Fiber optic,No,No,1,1
CUST00503,1/9/2023,,52,96.12,5767.2,One year,PayPal,DSL,Yes,No,0,0
CUST00504,12/3/2020,10/19/2023,35,65.44,2290.4,Month-to-month,Credit Card,Fiber optic,No,No,0,1
CUST00505,2/21/2020,5/11/2022,27,31.16,841.32,Month-to-month,Electronic Check,Fiber optic,No,Yes,1,1
CUST00506,11/8/2022,,49,73.07,3945.78,Month-to-month,Credit Card,No service,No,Yes,0,0
CUST00507,7/22/2022,,38,83.09,3572.87,Two year,Credit Card,Fiber optic,No,Yes,0,0
CUST00508,10/13/2023,,15,24.3,729,One year,Electronic Check,No service,No,Yes,1,0
CUST00509,6/24/2020,6/9/2023,36,27.23,980.28,One year,Mailed Check,Fiber optic,No,No,0,1
CUST00510,11/1/2021,,4,83.43,3670.92,Month-to-month,Electronic Check,DSL,No,No,0,0
CUST00511,9/27/2021,3/5/2026,54,31.32,1691.28,One year,Electronic Check,DSL,No,Yes,0,1
CUST00512,5/29/2020,,25,47.69,2813.71,One year,Mailed Check,DSL,No,No,0,0
CUST00513,9/29/2023,,53,51.68,3049.12,One year,Mailed Check,Fiber optic,Yes,Yes,1,0
CUST00514,4/15/2019,,34,56.85,1989.75,Two year,PayPal,Fiber optic,No,Yes,1,0
CUST00515,7/9/2019,,27,72.69,2108.01,Month-to-month,Electronic Check,DSL,No,Yes,0,0
CUST00516,7/23/2022,,35,36.03,1477.23,One year,Credit Card,Fiber optic,Yes,No,0,0
CUST00517,5/17/2021,,44,33.77,1485.88,Month-to-month,Mailed Check,Fiber optic,Yes,No,0,0
CUST00518,8/26/2023,4/1/2028,56,44.6,2497.6,Month-to-month,PayPal,No service,No,No,0,1
CUST00519,7/20/2020,,60,34.77,2086.2,Month-to-month,PayPal,DSL,No,Yes,1,0
CUST00520,4/1/2019,10/17/2021,31,88.62,2747.22,One year,PayPal,Fiber optic,Yes,No,1,1
CUST00521,1/8/2019,,37,54.92,2526.32,One year,Credit Card,Fiber optic,No,No,0,0
CUST00522,11/14/2020,,57,77.93,4519.94,One year,PayPal,DSL,No,Yes,1,0
CUST00523,4/29/2023,,16,32.33,1293.2,Month-to-month,Credit Card,DSL,No,Yes,0,0
CUST00524,9/25/2019,4/12/2022,31,64.43,1997.33,Month-to-month,PayPal,DSL,Yes,Yes,0,1
